Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,mChe+SYTO-9 Abs. Count,SYTO-9 Abs. Count,SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean FITC-H,mChe+SYTO-9 Mean PE-Texas Red-H
1,Specimen1,1,A1,Sample1,10/4/2017 8:43:08 PM,426833,1217,61667,36867,100809,8595
1,Specimen1,1,A2,Sample2,10/4/2017 8:44:49 PM,395200,1283,60450,37967,186996,9860
1,Specimen1,1,A3,Sample3,10/4/2017 8:46:30 PM,438100,1333,70383,39278,54234,4968
1,Specimen1,1,A1,Sample4,10/4/2017 8:48:11 PM,355333,917,52950,36279,65788,7550
1,Specimen1,1,A2,Sample5,10/4/2017 8:49:52 PM,361833,800,56500,35858,119327,6658
1,Specimen1,1,A3,Sample6,10/4/2017 8:51:33 PM,406683,1700,52333,38178,133562,7860
1,Specimen1,1,A1,Sample7,10/4/2017 8:53:13 PM,252050,1067,50,11124,1075,2832
1,Specimen1,1,A2,Sample8,10/4/2017 8:54:54 PM,251250,1317,33.3,5466,1069,2315
1,Specimen1,1,A3,Sample9,10/4/2017 8:56:35 PM,255917,1100,33.3,8127,971,2060
1,Specimen1,1,B1,Sample55,10/4/2017 8:58:16 PM,20540,60,190,60483,1704,8473
1,Specimen1,1,B2,Sample56,10/4/2017 9:00:34 PM,20930,40,140,39828,1312,2288
1,Specimen1,1,B3,Sample57,10/4/2017 9:02:53 PM,23530,80,220,70323,3467,4904
1,Specimen1,1,C1,Sample10,10/4/2017 9:05:11 PM,107033,53767,1717,19461,2905,9108
1,Specimen1,1,C2,Sample11,10/4/2017 9:06:52 PM,103567,53300,1650,25491,3919,9117
1,Specimen1,1,C3,Sample12,10/4/2017 9:08:33 PM,117217,51767,1467,20092,4217,9333
1,Specimen1,1,C1,Sample13,10/4/2017 9:10:14 PM,107250,53500,1217,21243,3207,9390
1,Specimen1,1,C2,Sample14,10/4/2017 9:11:54 PM,101617,52017,1550,21824,4001,9492
1,Specimen1,1,C3,Sample15,10/4/2017 9:13:35 PM,114400,52700,1750,25304,4782,9426
1,Specimen1,1,C1,Sample16,10/4/2017 9:15:16 PM,255017,1150,150,18557,1979,3682
1,Specimen1,1,C2,Sample17,10/4/2017 9:16:57 PM,231667,1550,83.3,56072,2584,5485
1,Specimen1,1,C3,Sample18,10/4/2017 9:18:38 PM,288800,1200,0,0,683,1945
1,Specimen1,1,D1,Sample58,10/4/2017 9:20:19 PM,17550,20,70,49441,6458,6031
1,Specimen1,1,D2,Sample59,10/4/2017 9:22:37 PM,19890,110,80,41611,2456,5580
1,Specimen1,1,D3,Sample60,10/4/2017 9:24:56 PM,16510,30,110,97361,1290,3445
1,Specimen1,1,E1,Sample19,10/4/2017 9:27:14 PM,453700,57150,61267,32969,4981,9460
1,Specimen1,1,E2,Sample20,10/4/2017 9:28:55 PM,456083,59267,60833,34184,5230,9407
1,Specimen1,1,E3,Sample21,10/4/2017 9:30:36 PM,441783,55900,59050,34232,7830,9617
1,Specimen1,1,E1,Sample22,10/4/2017 9:32:17 PM,451533,57750,57817,33358,5841,9578
1,Specimen1,1,E2,Sample23,10/4/2017 9:33:58 PM,473633,61767,62700,33502,5193,9658
1,Specimen1,1,E3,Sample24,10/4/2017 9:35:38 PM,445900,56717,55983,35490,8728,9960
1,Specimen1,1,E1,Sample25,10/4/2017 9:37:19 PM,268517,1267,0,0,642,2038
1,Specimen1,1,E2,Sample26,10/4/2017 9:39:00 PM,254100,1017,66.7,36446,713,1965
1,Specimen1,1,E3,Sample27,10/4/2017 9:40:41 PM,275483,1267,33.3,9164,656,1955
1,Specimen1,1,F1,Sample61,10/4/2017 9:42:22 PM,16380,50,240,43048,3656,5058
1,Specimen1,1,F2,Sample62,10/4/2017 9:44:41 PM,16640,30,70,38149,4296,3213
1,Specimen1,1,F3,Sample63,10/4/2017 9:46:59 PM,17550,90,80,80328,3116,4343
1,Specimen1,1,G1,Sample64,10/4/2017 9:49:17 PM,16510,20,70,64990,237,2001
1,Specimen1,1,G2,Sample65,10/4/2017 9:51:36 PM,15990,20,70,56914,843,3168
1,Specimen1,1,G3,Sample66,10/4/2017 9:53:54 PM,17810,50,150,45479,5045,5836
1,Specimen1,1,A5,Sample28,10/4/2017 9:56:12 PM,341683,1200,54717,36656,80842,6259
